job_id,job_title,role_type,salary_min,salary_max,salary_avg,salary_range,rating,company_name,city,state,industry,sector,company_size,revenue,founded,type_of_ownership,easy_apply,has_sql,has_python,has_excel,has_tableau,has_powerbi,seniority
2129,"Health Data Analyst IV","Business Analyst",43000,84000,63500,41000,2.5,"MedImpact 2.5","San Diego",CA,Wholesale,"Business Services","1001 to 5000 employees","$10 to $25 million (USD)",1989,"Company - Private",-1,1,0,1,0,0,Mid-Level
2130,"Senior Technical Data Analyst","Business Analyst",43000,84000,63500,41000,4.4,"Intuit 4.4","San Diego",CA,"Computer Hardware & Software","Information Technology","5001 to 10000 employees","$2 to $5 billion (USD)",1983,"Company - Public",-1,0,0,0,0,0,Senior
2131,"Senior Analyst, Reinsurance Accounting","Business Analyst",43000,84000,63500,41000,3.5,"Lincoln Financial 3.5","San Diego",CA,"Insurance Carriers",Insurance,"10000+ employees","$10+ billion (USD)",1905,"Company - Public",-1,0,0,1,0,0,Senior
2132,"Division Data and Financial Analyst","Business Analyst",43000,84000,63500,41000,4.2,"University of California 4.2","San Diego",CA,"Colleges & Universities",Education,"10000+ employees","$5 to $10 billion (USD)",1868,"College / University",-1,1,0,1,0,0,Mid-Level
2133,"Lead, Epic Professional Billing Analyst","Business Analyst",43000,84000,63500,41000,3.6,"Scripps Health 3.6","San Diego",CA,"Health Care Services & Hospitals","Health Care","10000+ employees","$2 to $5 billion (USD)",1924,"Nonprofit Organization",-1,0,0,1,0,0,Senior
2134,"Lead Commercial Pricing Analyst","Business Analyst",43000,84000,63500,41000,3.5,"Dexcom 3.5","San Diego",CA,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","1001 to 5000 employees","$1 to $2 billion (USD)",1999,"Company - Public",-1,0,0,1,1,0,Senior
2135,"Cost Analyst (Secret)","Business Analyst",43000,84000,63500,41000,4.0,"Latitude, Inc. 4.0","San Diego",CA,Consulting,"Business Services","1 to 50 employees","$1 to $5 million (USD)",-1,"Company - Private",-1,0,0,1,0,0,Mid-Level
2136,"Customer Success Analyst","Business Analyst",44000,86000,65000,42000,4.6,"Molecule 4.6",Houston,TX,"Other Retail Stores",Retail,"1 to 50 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,1,1,1,0,0,Mid-Level
2137,"Business Consultant (C-Level)","Business Analyst",43000,84000,63500,41000,3.1,"QuEST Global 3.1","San Diego",CA,"Aerospace & Defense","Aerospace & Defense","10000+ employees","$100 to $500 million (USD)",1997,"Company - Private",-1,0,0,0,0,0,Mid-Level
2138,"Business Systems Analyst","Business Analyst",44000,86000,65000,42000,2.8,"Murphy Oil 2.8",Houston,TX,"Oil & Gas Exploration & Production","Oil, Gas, Energy & Utilities","1001 to 5000 employees","$5 to $10 billion (USD)",1907,"Company - Public",-1,1,0,0,0,0,Mid-Level
2139,"Lead, Epic PB Analyst","Business Analyst",43000,84000,63500,41000,3.6,"Scripps Health 3.6","San Diego",CA,"Health Care Services & Hospitals","Health Care","10000+ employees","$2 to $5 billion (USD)",1924,"Nonprofit Organization",-1,0,0,1,0,0,Senior
2140,"Manager Telehealth / Analyst","Business Analyst",43000,84000,63500,41000,3.5,"Family Health Centers of San Diego 3.5","San Diego",CA,"Health Care Services & Hospitals","Health Care","1001 to 5000 employees","$100 to $500 million (USD)",1970,"Nonprofit Organization",-1,0,0,1,0,0,Management
2141,"Lead Specialist - IT Technical Business Analyst - NGL Commercial Applications","Business Analyst",41000,81000,61000,40000,3.7,"Energy Transfer Family of Partnerships 3.7",Houston,TX,"Oil & Gas Services","Oil, Gas, Energy & Utilities","10000+ employees","$10+ billion (USD)",1995,"Company - Public",-1,1,0,1,0,0,Senior
2142,"Sr. Energy Analyst (FTM)","Business Analyst",61000,79000,70000,18000,3.2,"Stem 3.2","San Diego",CA,Energy,"Oil, Gas, Energy & Utilities","51 to 200 employees","$25 to $50 million (USD)",2009,"Company - Private",-1,0,1,1,0,0,Senior
2143,"Business Systems & Operations Analyst","Business Analyst",41000,81000,61000,40000,4.9,"The Mom Project 4.9",Houston,TX,"Staffing & Outsourcing","Business Services","1 to 50 employees","Unknown / Non-Applicable",2016,"Company - Private",-1,0,0,1,0,0,Mid-Level
2144,"Consulting Business Analyst","Business Analyst",41000,81000,61000,40000,4.6,"EAG Services 4.6",Houston,TX,Consulting,"Business Services","1 to 50 employees","$1 to $5 million (USD)",-1,"Company - Private",-1,0,0,1,0,0,Mid-Level
2145,"Lead Financial Analyst-Systems","Business Analyst",61000,79000,70000,18000,3.5,"Dexcom 3.5","San Diego",CA,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","1001 to 5000 employees","$1 to $2 billion (USD)",1999,"Company - Public",-1,0,0,0,0,0,Senior
2146,"Project Analyst, R&D","Business Analyst",61000,79000,70000,18000,4.2,"Genomatica 4.2","San Diego",CA,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","51 to 200 employees","$25 to $50 million (USD)",2000,"Company - Private",-1,0,0,1,0,0,Mid-Level
2147,"Business Analyst (Contract)","Business Analyst",41000,81000,61000,40000,3.6,"Tundra 3.6",Houston,TX,"Staffing & Outsourcing","Business Services","201 to 500 employees","Unknown / Non-Applicable",2004,"Company - Private",-1,0,0,1,0,0,Mid-Level
2148,"Business Analyst","Business Analyst",41000,81000,61000,40000,3.5,"Universal Weather and Aviation 3.5",Houston,TX,"Transportation Management","Transportation & Logistics","1001 to 5000 employees","$1 to $2 billion (USD)",1959,"Company - Private",-1,0,0,1,0,0,Mid-Level
2149,"NMCI Junior Technical Analyst","Business Analyst",61000,79000,70000,18000,3.6,"Redhorse Corporation 3.6","San Diego",CA,"IT Services","Information Technology","51 to 200 employees","$25 to $50 million (USD)",2008,"Company - Private",-1,0,0,0,0,0,Junior
2150,"Product Analyst - Cost Accounting & Financials Software","Business Analyst",41000,81000,61000,40000,2.5,"Quorum Business Solutions, Inc. 2.5",Houston,TX,"Enterprise Software & Network Solutions","Information Technology","501 to 1000 employees","Unknown / Non-Applicable",1998,"Company - Private",-1,1,0,0,0,0,Mid-Level
2151,"Senior Consultant- SAP Basis","Business Analyst",61000,79000,70000,18000,3.8,"EY 3.8","San Diego",CA,Accounting,"Accounting & Legal","10000+ employees","$10+ billion (USD)",1989,"Company - Private",-1,0,0,0,0,0,Senior
2152,"Business Analyst, Systems","Business Analyst",41000,81000,61000,40000,3.7,"CBRE 3.7",Houston,TX,"Real Estate","Real Estate","10000+ employees","Unknown / Non-Applicable",1906,"Company - Public",-1,1,0,1,0,0,Mid-Level
2153,"Business Analyst","Business Analyst",41000,81000,61000,40000,4.9,"Competentia Holding 4.9",Houston,TX,-1,-1,"501 to 1000 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,0,0,0,0,0,Mid-Level
2154,"Data Analyst III (Healthcare Analytics)","Business Analyst",61000,79000,70000,18000,2.3,"Interpreta 2.3","San Diego",CA,-1,-1,"1 to 50 employees","$10 to $25 million (USD)",-1,"Company - Private",-1,1,1,1,1,0,Mid-Level
2155,"Payroll analyst/Payroll Specialist","Business Analyst",61000,79000,70000,18000,3.7,"Infotree Service Inc 3.7","San Diego",CA,"Advertising & Marketing","Business Services","51 to 200 employees","$1 to $5 million (USD)",2004,"Company - Private",-1,0,0,1,0,0,Mid-Level
2156,"Product and Data Analyst","Business Analyst",41000,81000,61000,40000,NULL,Entera,Houston,TX,"Real Estate","Real Estate",Unknown,"Unknown / Non-Applicable",-1,"Company - Private",-1,1,1,0,1,0,Mid-Level
2157,"Analyst, Reporting & Position Control","Business Analyst",41000,81000,61000,40000,3.9,"Phillips 66 3.9",Houston,TX,Energy,"Oil, Gas, Energy & Utilities","10000+ employees","$10+ billion (USD)",2012,"Company - Public",-1,0,0,1,0,0,Mid-Level
2158,"Claims Quality Audit Analyst I","Business Analyst",61000,79000,70000,18000,2.5,"MedImpact 2.5","San Diego",CA,Wholesale,"Business Services","1001 to 5000 employees","$10 to $25 million (USD)",1989,"Company - Private",-1,1,0,1,0,0,Mid-Level
2159,"Business Analyst","Business Analyst",41000,81000,61000,40000,3.7,"SCI Shared Resources, LLC 3.7",Houston,TX,"Funeral Services","Consumer Services","10000+ employees","$2 to $5 billion (USD)",1962,"Company - Public",-1,0,0,1,0,0,Mid-Level
2160,"Program Analyst III/Administrative Support","Business Analyst",61000,79000,70000,18000,3.3,"MVM, Inc. 3.3","San Diego",CA,"Staffing & Outsourcing","Business Services",Unknown,"$100 to $500 million (USD)",1979,"Company - Private",-1,0,0,1,0,0,Mid-Level
2161,"Business Analyst","Business Analyst",41000,81000,61000,40000,3.4,"Kelly Engineering Resources 3.4",Houston,TX,"Advertising & Marketing","Business Services","201 to 500 employees","Unknown / Non-Applicable",-1,"Company - Public",-1,0,0,0,0,0,Mid-Level
2162,"Digital Marketing Analyst","Business Analyst",61000,79000,70000,18000,3.4,"Axos Bank 3.4","San Diego",CA,"Banks & Credit Unions",Finance,"1001 to 5000 employees","$500 million to $1 billion (USD)",2000,"Company - Public",-1,1,0,1,1,0,Mid-Level
2163,"Business Analyst","Business Analyst",41000,81000,61000,40000,4.0,"Kairos Technologies 4.0",Houston,TX,"IT Services","Information Technology","51 to 200 employees","$5 to $10 million (USD)",2003,"Company - Private",-1,0,0,1,0,0,Mid-Level
2164,"Testing and Validation Analyst","Business Analyst",61000,79000,70000,18000,2.5,"MedImpact 2.5","San Diego",CA,Wholesale,"Business Services","1001 to 5000 employees","$10 to $25 million (USD)",1989,"Company - Private",-1,1,0,1,0,0,Mid-Level
2165,"Business Operations Analyst (BHC3) North America","Business Analyst",41000,81000,61000,40000,3.5,"Baker Hughes 3.5",Houston,TX,"Oil & Gas Services","Oil, Gas, Energy & Utilities","10000+ employees","$5 to $10 billion (USD)",-1,"Company - Public",-1,0,0,1,0,0,Mid-Level
2166,"Business Analyst","Business Analyst",41000,81000,61000,40000,3.4,"Power Costs Inc 3.4",Houston,TX,"Computer Hardware & Software","Information Technology","201 to 500 employees","$10 to $25 million (USD)",1992,"Company - Private",-1,1,0,1,0,0,Mid-Level
2167,"Service Desk Analyst II","Business Analyst",61000,79000,70000,18000,3.3,"Abacus Technology 3.3","San Diego",CA,"IT Services","Information Technology","1001 to 5000 employees","$100 to $500 million (USD)",1983,"Company - Private",-1,0,0,1,0,0,Mid-Level
2168,"BUSINESS ANALYST II","Business Analyst",41000,81000,61000,40000,5.0,"Crossfire Consulting 5.0",Houston,TX,Consulting,"Business Services","51 to 200 employees","$5 to $10 million (USD)",-1,"Company - Private",-1,1,0,1,0,1,Mid-Level
2169,"Senior Technology Consultant - Schwab Advisor Services","Business Analyst",61000,79000,70000,18000,3.6,"Charles Schwab 3.6","San Diego",CA,"Investment Banking & Asset Management",Finance,"10000+ employees","$5 to $10 billion (USD)",1973,"Company - Public",-1,0,0,1,0,0,Senior
2170,"BUSINESS ANALYST","Business Analyst",41000,81000,61000,40000,3.7,"Pyramid Consulting, Inc 3.7",Houston,TX,"Computer Hardware & Software","Information Technology","1001 to 5000 employees","$100 to $500 million (USD)",1996,"Company - Private",-1,1,0,1,0,1,Mid-Level
2171,"Data Governance Analyst","Business Analyst",61000,79000,70000,18000,NULL,"The RiverStone Group","San Diego",CA,-1,-1,"1 to 50 employees","Unknown / Non-Applicable",-1,Unknown,-1,1,0,1,0,1,Mid-Level
2172,"Financial Business Analyst","Business Analyst",41000,81000,61000,40000,3.3,"Berkley 3.3",Houston,TX,"Insurance Carriers",Insurance,"5001 to 10000 employees","$5 to $10 billion (USD)",1967,"Company - Public",-1,1,0,1,1,0,Mid-Level
2173,"Knowledge Management Analyst","Business Analyst",61000,79000,70000,18000,3.2,"Unified Business Technologies 3.2",Coronado,CA,"Computer Hardware & Software","Information Technology","51 to 200 employees","$25 to $50 million (USD)",1995,"Company - Private",-1,0,0,0,0,0,Mid-Level
2174,"Senior Consultants for Energy/Oil & Gas","Business Analyst",41000,81000,61000,40000,3.9,"Amazon 3.9",Houston,TX,Internet,"Information Technology","10000+ employees","$10+ billion (USD)",1994,"Company - Public",-1,0,1,0,0,0,Senior
2175,"Lead Senior Budget Analyst","Business Analyst",61000,79000,70000,18000,4.2,"San Diego State University 4.2","San Diego",CA,"Colleges & Universities",Education,"1001 to 5000 employees","$100 to $500 million (USD)",1897,"College / University",-1,0,0,0,0,0,Senior
2176,"Business Analyst III","Business Analyst",41000,81000,61000,40000,3.2,"Cenergy International 3.2",Houston,TX,Consulting,"Business Services","51 to 200 employees","$10 to $25 million (USD)",-1,"Company - Private",-1,0,0,1,0,0,Mid-Level
2177,"Marketing Insights Analyst","Business Analyst",61000,79000,70000,18000,3.1,"Jack In The Box 3.1","San Diego",CA,"Fast-Food & Quick-Service Restaurants","Restaurants, Bars & Food Services","10000+ employees","$1 to $2 billion (USD)",1951,"Company - Public",-1,1,0,1,0,0,Mid-Level
2178,"Data Analyst I","Business Analyst",41000,81000,61000,40000,2.8,"Virtus Partners LLC 2.8",Houston,TX,"Investment Banking & Asset Management",Finance,"201 to 500 employees","$10 to $25 million (USD)",2005,"Company - Private",-1,0,0,1,0,0,Mid-Level
2179,"Business Analyst","Business Analyst",41000,81000,61000,40000,3.7,"eTeam Inc. 3.7",Houston,TX,"Staffing & Outsourcing","Business Services","51 to 200 employees","$50 to $100 million (USD)",1999,"Company - Private",-1,0,0,1,0,0,Mid-Level
2180,"Data Analyst Junior","Business Analyst",61000,79000,70000,18000,5.0,"Staffigo Technical Services, LLC 5.0","San Diego",CA,"IT Services","Information Technology","51 to 200 employees","$50 to $100 million (USD)",2008,"Company - Private",-1,1,0,1,0,0,Junior
2181,"Senior Budget Analyst","Business Analyst",61000,79000,70000,18000,NULL,"December Group LLC","San Diego",CA,-1,-1,"1 to 50 employees","Unknown / Non-Applicable",-1,Self-employed,-1,0,0,1,0,0,Senior
2182,"Sr. Business Analyst","Business Analyst",41000,81000,61000,40000,4.1,"Streebo 4.1",Houston,TX,"IT Services","Information Technology","51 to 200 employees","$1 to $5 million (USD)",2008,"Company - Private",-1,0,0,1,0,0,Senior
2183,"Business Analyst","Business Analyst",41000,81000,61000,40000,3.7,"iland Internet Solutions Corporation 3.7",Houston,TX,"IT Services","Information Technology","51 to 200 employees","$25 to $50 million (USD)",1995,"Company - Private",-1,0,0,1,1,0,Mid-Level
2184,"Business Analyst","Business Analyst",41000,81000,61000,40000,1.0,"Encore Consulting Services 1.0",Houston,TX,-1,-1,"1 to 50 employees","$5 to $10 million (USD)",-1,"Company - Private",-1,0,0,0,0,0,Mid-Level
2185,"Business Analyst (0-2 yrs Expected)","Business Analyst",61000,79000,70000,18000,5.0,"Staffigo Technical Services, LLC 5.0","San Diego",CA,"IT Services","Information Technology","51 to 200 employees","$50 to $100 million (USD)",2008,"Company - Private",-1,1,0,0,0,0,Mid-Level
2186,"Project Manager / Business Analyst","Business Analyst",41000,81000,61000,40000,3.8,"Diversant LLC 3.8",Houston,TX,"Staffing & Outsourcing","Business Services","1001 to 5000 employees","$100 to $500 million (USD)",2005,"Company - Private",-1,0,0,0,0,0,Management
2187,"Financial Analyst","Business Analyst",61000,79000,70000,18000,4.0,"Sharp HealthCare 4.0","San Diego",CA,"Health Care Services & Hospitals","Health Care","10000+ employees","$1 to $2 billion (USD)",1946,"Nonprofit Organization",-1,0,0,1,0,0,Mid-Level
2188,"Data Analyst","Business Analyst",41000,81000,61000,40000,4.1,"N.F. Smith & Associates 4.1",Houston,TX,Wholesale,"Business Services","201 to 500 employees","$1 to $2 billion (USD)",1984,"Company - Private",-1,1,0,1,0,0,Mid-Level
2189,"Project Analyst (Junior)","Business Analyst",61000,79000,70000,18000,3.5,"B3H Corporation 3.5","San Diego",CA,Consulting,"Business Services","51 to 200 employees","$5 to $10 million (USD)",-1,Contract,-1,0,0,0,0,0,Junior
2190,"Senior Business Analyst","Business Analyst",41000,81000,61000,40000,3.5,"HCL Technologies 3.5",Houston,TX,"Computer Hardware & Software","Information Technology","10000+ employees","$5 to $10 billion (USD)",1991,"Company - Public",-1,0,0,0,0,0,Senior
2191,"Defense Acquisition Logistics Analyst (multiple roles)","Business Analyst",61000,79000,70000,18000,3.7,"SBG Techology Solutions 3.7","San Diego",CA,"IT Services","Information Technology","51 to 200 employees","$10 to $25 million (USD)",2004,"Company - Private",-1,0,0,1,0,0,Mid-Level
2192,"Technical Business Analyst","Business Analyst",41000,81000,61000,40000,3.9,"JPMorgan Chase 3.9",Houston,TX,"Investment Banking & Asset Management",Finance,"10000+ employees","$10+ billion (USD)",1799,"Company - Public",-1,0,0,0,0,0,Mid-Level
2193,"Sr. Workforce Planning Analyst","Business Analyst",61000,79000,70000,18000,3.1,"Magellan Health 3.1","San Diego",CA,"Health Care Services & Hospitals","Health Care","10000+ employees","$5 to $10 billion (USD)",1969,"Company - Public",-1,0,0,1,0,0,Senior
2194,"Enterprise ERP Business Analyst","Business Analyst",41000,81000,61000,40000,3.2,"Harris County 3.2",Houston,TX,"Health Care Services & Hospitals","Health Care","5001 to 10000 employees","$100 to $500 million (USD)",1966,Government,-1,0,0,1,0,0,Mid-Level
2195,"Senior Business Analyst","Business Analyst",41000,81000,61000,40000,3.3,"Vets First Choice 3.3",Houston,TX,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","501 to 1000 employees","Unknown / Non-Applicable",2010,"Company - Private",-1,0,0,0,0,0,Senior
2196,"Project / Program Control Analyst","Business Analyst",61000,79000,70000,18000,2.8,"Cobham 2.8","San Diego",CA,"Aerospace & Defense","Aerospace & Defense","5001 to 10000 employees","$2 to $5 billion (USD)",1889,"Company - Public",-1,0,0,1,0,0,Mid-Level
2197,"Navy Senior Analyst / Program Manager","Business Analyst",70000,172000,121000,102000,3.1,"SOLUTE 3.1","San Diego",CA,"Computer Hardware & Software","Information Technology","51 to 200 employees","$25 to $50 million (USD)",2002,"Company - Private",-1,0,0,1,0,0,Senior
2198,"Salesforce Business Analyst","Business Analyst",41000,81000,61000,40000,3.8,"Mondo 3.8",Houston,TX,"Staffing & Outsourcing","Business Services","51 to 200 employees","$100 to $500 million (USD)",2000,"Company - Private",-1,0,0,0,0,0,Mid-Level
2199,"Payroll Tax Analyst","Business Analyst",70000,172000,121000,102000,3.7,"Infotree Service Inc 3.7","San Diego",CA,"Advertising & Marketing","Business Services","51 to 200 employees","$1 to $5 million (USD)",2004,"Company - Private",-1,0,0,1,0,0,Mid-Level
2200,"Business Analyst","Business Analyst",40000,84000,62000,44000,3.4,"Kelly 3.4",Houston,TX,"Staffing & Outsourcing","Business Services","5001 to 10000 employees","$5 to $10 billion (USD)",1946,"Company - Public",-1,0,0,0,0,0,Mid-Level
2201,"Systems Analyst","Business Analyst",70000,172000,121000,102000,4.1,"APN Software Services Inc. 4.1","San Diego",CA,"Computer Hardware & Software","Information Technology","51 to 200 employees","$25 to $50 million (USD)",-1,"Company - Private",-1,0,0,0,0,0,Mid-Level
2202,"Business Analyst (PeopleSoft)","Business Analyst",40000,84000,62000,44000,4.3,"Recruiter.com 4.3",Houston,TX,Internet,"Information Technology","1 to 50 employees","Unknown / Non-Applicable",2015,"Company - Public",-1,1,0,1,0,0,Mid-Level
2203,"Automotive eCommerce Data Analyst","Business Analyst",70000,172000,121000,102000,4.2,"Web Shop Manager 4.2","San Diego",CA,"Computer Hardware & Software","Information Technology","1 to 50 employees","$1 to $5 million (USD)",2000,"Company - Private",-1,0,0,1,0,0,Mid-Level
2204,"Business Development Director, Computer Vision and Scanning","Business Analyst",70000,172000,121000,102000,4.0,"Qualcomm 4.0","San Diego",CA,"Computer Hardware & Software","Information Technology","10000+ employees","$10+ billion (USD)",1985,"Company - Public",-1,0,0,0,0,0,Management
2205,"Geo Tech/Business Analyst","Business Analyst",40000,84000,62000,44000,4.9,"Competentia Holding 4.9",Houston,TX,-1,-1,"501 to 1000 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,0,0,0,0,0,Mid-Level
2206,"Physician Group Financial Analyst","Business Analyst",70000,172000,121000,102000,4.3,"UC San Diego 4.3","San Diego",CA,"Colleges & Universities",Education,"10000+ employees","Unknown / Non-Applicable",1960,"College / University",-1,0,0,1,0,0,Mid-Level
2207,"Map Quality Analyst","Business Analyst",40000,84000,62000,44000,3.3,"Lionbridge 3.3",Houston,TX,"IT Services","Information Technology","5001 to 10000 employees","$500 million to $1 billion (USD)",1996,"Company - Private",-1,0,0,0,0,0,Mid-Level
2208,"Sr Business Systems Analyst - Apttus CLM BA","Business Analyst",70000,172000,121000,102000,4.0,"Lorven Technologies Inc 4.0","San Diego",CA,Accounting,"Accounting & Legal","1 to 50 employees","Less than $1 million (USD)",-1,"Company - Private",-1,0,0,0,0,0,Senior
2209,"Business Analyst Associate","Business Analyst",40000,84000,62000,44000,NULL,"Caliber Sourcing",Houston,TX,-1,-1,Unknown,"Unknown / Non-Applicable",-1,"Company - Private",-1,0,0,0,0,0,Mid-Level
2210,"SUPERVISORY MANAGEMENT ANALYST","Business Analyst",70000,172000,121000,102000,3.1,"Naval Facilities Engineering Command 3.1","San Diego",CA,"Federal Agencies",Government,"1001 to 5000 employees","Unknown / Non-Applicable",-1,Government,-1,0,0,0,0,0,Mid-Level
2211,"IT Business Analyst","Business Analyst",40000,84000,62000,44000,3.0,"The Premier Resources Group 3.0",Houston,TX,-1,-1,"51 to 200 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,0,0,1,0,0,Mid-Level
2212,"FINANCIAL MANAGEMENT ANALYST (VARIOUS SPECIALTIES)","Business Analyst",70000,172000,121000,102000,3.8,"U.S. Navy 3.8","San Diego",CA,"Federal Agencies",Government,"1001 to 5000 employees","$2 to $5 billion (USD)",1775,Government,-1,0,0,0,0,0,Mid-Level
2213,"IT Business Analyst","Business Analyst",40000,84000,62000,44000,2.5,"HealthHelp 2.5",Houston,TX,"Health Care Services & Hospitals","Health Care","201 to 500 employees","$50 to $100 million (USD)",1999,"Subsidiary or Business Segment",-1,0,0,0,0,0,Mid-Level
2214,"Business Analyst- Houston, TX","Business Analyst",40000,84000,62000,44000,4.8,"Ongig 4.8",Houston,TX,"Enterprise Software & Network Solutions","Information Technology","1 to 50 employees","Less than $1 million (USD)",2011,"Company - Private",-1,1,0,1,0,0,Mid-Level
2215,"Data Analyst","Business Analyst",40000,84000,62000,44000,4.0,"McLane Global 4.0",Houston,TX,Wholesale,"Business Services","51 to 200 employees","$100 to $500 million (USD)",1955,"Company - Private",-1,1,0,0,0,1,Mid-Level
2216,"Business Analyst L3 (Contract)","Business Analyst",40000,84000,62000,44000,3.8,"Capgemini 3.8",Houston,TX,"Enterprise Software & Network Solutions","Information Technology","10000+ employees","$10+ billion (USD)",1967,"Company - Public",-1,0,0,0,0,0,Mid-Level
2217,"Business Analyst II","Business Analyst",40000,84000,62000,44000,NULL,"Sirvist HRC, LLC",Houston,TX,-1,-1,Unknown,"Unknown / Non-Applicable",-1,"Company - Public",-1,1,0,1,0,0,Mid-Level
2218,"Business Analyst III","Business Analyst",40000,84000,62000,44000,2.4,"Medicare 2.4",Houston,TX,-1,-1,Unknown,"Unknown / Non-Applicable",-1,"Company - Private",-1,0,0,1,0,0,Mid-Level
2219,"Operations Analyst","Business Analyst",40000,84000,62000,44000,3.8,"Mondo 3.8",Houston,TX,"Staffing & Outsourcing","Business Services","51 to 200 employees","$100 to $500 million (USD)",2000,"Company - Private",-1,0,0,1,0,0,Mid-Level
2220,"Business Analyst IV","Business Analyst",40000,84000,62000,44000,4.9,"Competentia Holding 4.9",Houston,TX,-1,-1,"501 to 1000 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,0,0,1,0,0,Mid-Level
2221,"IT Business Analyst","Business Analyst",40000,84000,62000,44000,NULL,"HealthHelp - A WNS Company",Houston,TX,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,Mid-Level
2222,"Adobe Analytics Business Analyst","Business Analyst",40000,84000,62000,44000,3.8,"Mondo 3.8",Houston,TX,"Staffing & Outsourcing","Business Services","51 to 200 employees","$100 to $500 million (USD)",2000,"Company - Private",-1,0,0,0,0,0,Mid-Level
2223,"Business Analyst/ Project Manager","Business Analyst",40000,84000,62000,44000,3.6,"Randstad 3.6",Houston,TX,"Staffing & Outsourcing","Business Services","1001 to 5000 employees","Unknown / Non-Applicable",-1,"Subsidiary or Business Segment",-1,0,0,0,0,0,Management
2224,"Healthcare Business Analyst","Business Analyst",40000,84000,62000,44000,NULL,"Altus ACE",Houston,TX,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,Mid-Level
2225,"Business Analyst- Postsales","Business Analyst",40000,84000,62000,44000,4.1,"Streebo 4.1",Houston,TX,"IT Services","Information Technology","51 to 200 employees","$1 to $5 million (USD)",2008,"Company - Private",-1,0,0,1,0,0,Mid-Level
2226,"IT Technical Analyst - Minute Maid Park","Business Analyst",40000,84000,62000,44000,3.2,"Aramark 3.2",Houston,TX,"Building & Personnel Services","Business Services","10000+ employees","$10+ billion (USD)",1959,"Company - Public",-1,0,0,1,0,0,Mid-Level
2227,"Business Analyst","Business Analyst",40000,84000,62000,44000,5.0,"Staffigo Technical Services, LLC 5.0",Houston,TX,"IT Services","Information Technology","51 to 200 employees","$50 to $100 million (USD)",2008,"Company - Private",-1,0,0,0,0,0,Mid-Level
2228,"BUSINESS ANALYST II","Business Analyst",40000,84000,62000,44000,4.0,"Zolon Tech 4.0",Houston,TX,"IT Services","Information Technology","201 to 500 employees","$25 to $50 million (USD)",1998,"Company - Private",-1,1,0,1,0,1,Mid-Level
2229,"Junior Business Analyst","Business Analyst",40000,84000,62000,44000,3.7,"KGS Technology Group Inc 3.7",Houston,TX,"IT Services","Information Technology","51 to 200 employees","$1 to $5 million (USD)",2008,"Company - Private",-1,0,0,1,0,0,Junior
2230,"IS / IT Business Analysts (Business Intelligence Analyst)","Business Analyst",40000,84000,62000,44000,NULL,AstuteOne,Houston,TX,-1,-1,"1 to 50 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,1,0,0,0,0,Mid-Level
2231,"Business Analyst III","Business Analyst",40000,84000,62000,44000,3.8,"Ignite Fueling Innovation 3.8",Houston,TX,"IT Services","Information Technology","51 to 200 employees","$10 to $25 million (USD)",2001,"Company - Private",-1,0,0,0,0,0,Mid-Level
2232,"Sr. Business Analyst","Business Analyst",40000,84000,62000,44000,3.2,"American International Group 3.2",Houston,TX,"Insurance Carriers",Insurance,"10000+ employees","$10+ billion (USD)",1919,"Company - Public",-1,0,0,0,0,0,Senior
2233,"Lead Business Analyst","Business Analyst",40000,84000,62000,44000,4.7,"Sharpedge Solutions Inc 4.7",Houston,TX,Publishing,Media,Unknown,"Less than $1 million (USD)",-1,"Company - Private",-1,0,0,1,0,0,Senior
2234,"Data Analyst","Business Analyst",40000,84000,62000,44000,4.3,"Pareto Systems 4.3",Stafford,TX,"IT Services","Information Technology","1 to 50 employees","$1 to $5 million (USD)",2012,"Company - Private",-1,1,0,0,0,1,Mid-Level
2235,"PeopleSoft Business Analyst","Business Analyst",40000,84000,62000,44000,4.2,"Imetris Corporation 4.2",Houston,TX,"Health, Beauty, & Fitness","Consumer Services","1 to 50 employees","Less than $1 million (USD)",2000,"Company - Private",-1,1,0,1,0,0,Mid-Level
2236,"Data Analyst","Business Analyst",40000,84000,62000,44000,3.0,"Smith and Associates 3.0",Houston,TX,Legal,"Accounting & Legal","1 to 50 employees","$1 to $5 million (USD)",-1,Self-employed,-1,1,0,1,0,0,Mid-Level
2237,"Sr. Business Analyst","Business Analyst",40000,84000,62000,44000,3.8,"intellyk 3.8",Houston,TX,-1,-1,"51 to 200 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,1,0,1,0,0,Senior
