job_id,job_title,role_type,salary_min,salary_max,salary_avg,salary_range,rating,company_name,city,state,industry,sector,company_size,revenue,founded,type_of_ownership,easy_apply,has_sql,has_python,has_excel,has_tableau,has_powerbi,seniority
1,"Business Analyst - Clinical & Logistics Platform","Business Analyst",56000,102000,79000,46000,3.9,"Memorial Sloan-Kettering 3.9","New York",NY,"Health Care Services & Hospitals","Health Care","10000+ employees","$2 to $5 billion (USD)",1884,"Nonprofit Organization",-1,0,0,1,0,0,Mid-Level
2,"Senior Data Analyst","Data Analyst",57000,104000,80500,47000,3.9,"Life360 3.9","San Francisco",CA,Internet,"Information Technology","51 to 200 employees","Unknown / Non-Applicable",2008,"Company - Public",True,1,1,0,1,0,Senior
3,"Business System Analyst","Business Analyst",43000,79000,61000,36000,5.0,"Staffigo Technical Services, LLC 5.0",Philadelphia,PA,"IT Services","Information Technology","51 to 200 employees","$50 to $100 million (USD)",2008,"Company - Private",-1,1,0,0,0,0,Mid-Level
4,"Business Analyst","Business Analyst",56000,102000,79000,46000,3.8,"Paine Schwartz Partners 3.8","New York",NY,"Venture Capital & Private Equity",Finance,"1 to 50 employees","Unknown / Non-Applicable",-1,"Company - Private",True,0,0,1,0,0,Mid-Level
5,"Data Analyst","Business Analyst",56000,102000,79000,46000,3.6,"Asembia 3.6","Florham Park",NJ,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","501 to 1000 employees","$5 to $10 million (USD)",2004,"Company - Private",-1,1,0,1,0,0,Mid-Level
6,"Information Security Analyst, Incident Response","Business Analyst",56000,102000,79000,46000,3.6,"BD 3.6","Franklin Lakes",NJ,"Health Care Products Manufacturing",Manufacturing,"10000+ employees","$10+ billion (USD)",1897,"Company - Public",-1,0,0,0,0,0,Mid-Level
7,"Analyst - FP&A Global Revenue","Business Analyst",56000,102000,79000,46000,3.4,"Rubicon Project 3.4","New York",NY,Internet,"Information Technology","201 to 500 employees","$100 to $500 million (USD)",2007,"Company - Public",True,0,0,1,1,0,Mid-Level
8,"Business Analyst (ERP)","Business Analyst",43000,79000,61000,36000,NULL,SoluStaff,Radnor,PA,"IT Services","Information Technology","1 to 50 employees","$1 to $5 million (USD)",-1,"Company - Private",-1,1,0,1,0,0,Mid-Level
9,"Data Analyst","Business Analyst",56000,102000,79000,46000,3.4,"Sapphire Digital 3.4",Lyndhurst,NJ,Internet,"Information Technology","201 to 500 employees","Unknown / Non-Applicable",2019,"Company - Private",-1,1,1,1,0,1,Mid-Level
10,"Investment Analyst - Graduate","Business Analyst",56000,102000,79000,46000,3.8,"Swiss Re 3.8","New York",NY,"Insurance Agencies & Brokerages",Insurance,"10000+ employees","$10+ billion (USD)",1863,"Company - Public",-1,0,0,1,0,0,Mid-Level
11,"IT Business Process Analysis","Business Analyst",56000,102000,79000,46000,3.8,"Bristol-Myers Squibb 3.8","Jersey City",NJ,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10000+ employees","$10+ billion (USD)",1858,"Company - Public",-1,0,0,1,0,0,Mid-Level
12,"Tolling Business Analyst","Business Analyst",56000,102000,79000,46000,4.2,"Gannett Fleming 4.2","New York",NY,"Architectural & Engineering Services","Business Services","1001 to 5000 employees","$100 to $500 million (USD)",1915,"Company - Private",-1,0,0,1,0,0,Mid-Level
13,"Product Mgmt Lead Analyst","Business Analyst",43000,79000,61000,36000,3.7,"Citi 3.7",Wilmington,DE,"Investment Banking & Asset Management",Finance,"10000+ employees","$10+ billion (USD)",1812,"Company - Public",-1,0,0,1,0,0,Senior
14,"Business Analyst - Risk","Business Analyst",56000,102000,79000,46000,4.4,"McKinsey 4.4","New York",NY,Consulting,"Business Services","10000+ employees","Unknown / Non-Applicable",1926,"Company - Private",-1,0,0,0,0,0,Mid-Level
15,"PGIM Investments - Research Analyst, Strategic Investment Research Group","Business Analyst",56000,102000,79000,46000,3.9,"PGIM 3.9",Newark,NJ,"Investment Banking & Asset Management",Finance,"1001 to 5000 employees","Unknown / Non-Applicable",-1,"Company - Public",True,0,0,1,0,0,Mid-Level
16,"Business Development Analyst","Business Analyst",56000,102000,79000,46000,4.4,"Red Balloon Security 4.4","New York",NY,"Computer Hardware & Software","Information Technology","1 to 50 employees","Unknown / Non-Applicable",2011,"Company - Private",True,0,0,1,0,0,Mid-Level
17,"Senior Analyst, Business Intelligence (Looker BI)","Business Analyst",56000,102000,79000,46000,4.1,"CB Insights 4.1","New York",NY,"Enterprise Software & Network Solutions","Information Technology","201 to 500 employees","$25 to $50 million (USD)",2009,"Company - Private",-1,1,0,0,1,0,Senior
18,"Business Systems Analyst","Business Analyst",56000,102000,79000,46000,3.6,"Amplify 3.6",Brooklyn,NY,"K-12 Education",Education,"201 to 500 employees","$100 to $500 million (USD)",2010,"Company - Private",-1,0,0,0,0,0,Mid-Level
19,"Data Analyst","Data Analyst",57000,104000,80500,47000,3.0,"NCSOFT 3.0","San Mateo",CA,"Video Games",Media,"1001 to 5000 employees","$10+ billion (USD)",1997,"Company - Public",True,1,1,1,1,0,Mid-Level
20,"Business Analyst","Business Analyst",56000,102000,79000,46000,4.2,"Efficio 4.2","New York",NY,Consulting,"Business Services","201 to 500 employees","$50 to $100 million (USD)",2000,"Company - Private",-1,0,0,1,0,0,Mid-Level
21,"Digital Analyst","Business Analyst",56000,102000,79000,46000,3.1,"Upfield 3.1",Hackensack,NJ,"Food & Beverage Manufacturing",Manufacturing,"1001 to 5000 employees","Unknown / Non-Applicable",1871,"Company - Private",True,0,0,1,1,0,Mid-Level
22,"Senior Data Analyst","Data Analyst",57000,104000,80500,47000,4.0,"Autodesk 4.0","San Francisco",CA,"Computer Hardware & Software","Information Technology","5001 to 10000 employees","$2 to $5 billion (USD)",1982,"Company - Public",-1,1,1,0,0,0,Senior
23,"Data Analyst","Data Analyst",57000,104000,80500,47000,5.0,"LaunchDarkly 5.0",Oakland,CA,"Enterprise Software & Network Solutions","Information Technology","51 to 200 employees","Unknown / Non-Applicable",2014,"Company - Private",-1,1,1,0,0,0,Mid-Level
24,"Municipal Structured Products Analyst","Business Analyst",56000,102000,79000,46000,3.7,"Mesirow Financial 3.7","New York",NY,"Investment Banking & Asset Management",Finance,"501 to 1000 employees","$100 to $500 million (USD)",1937,"Company - Private",-1,0,0,1,0,0,Mid-Level
25,"Senior Business Analyst","Business Analyst",56000,102000,79000,46000,3.8,"Visiting Nurse Service of New York 3.8","New York",NY,"Health Care Services & Hospitals","Health Care","10000+ employees","$2 to $5 billion (USD)",1893,"Nonprofit Organization",-1,0,0,1,0,0,Senior
26,"Business Analyst","Business Analyst",56000,102000,79000,46000,3.8,"NYSTEC 3.8","New York",NY,Consulting,"Business Services","51 to 200 employees","$25 to $50 million (USD)",1996,"Nonprofit Organization",-1,0,0,0,0,0,Mid-Level
27,"Financial Business Analyst","Business Analyst",43000,79000,61000,36000,4.4,"Contemporary Staffing Solutions 4.4",Moorestown,NJ,"Staffing & Outsourcing","Business Services","1001 to 5000 employees","$100 to $500 million (USD)",1994,"Company - Private",-1,0,0,0,0,0,Mid-Level
28,"Business Intelligence Analyst","Business Analyst",56000,102000,79000,46000,3.4,"Venmo 3.4","New York",NY,"Financial Transaction Processing",Finance,"51 to 200 employees","Unknown / Non-Applicable",2009,"Company - Public",-1,1,1,0,1,0,Mid-Level
29,"Data Analyst","Data Analyst",57000,104000,80500,47000,3.8,"Edmodo 3.8","San Mateo",CA,"Education Training Services",Education,"51 to 200 employees","$5 to $10 million (USD)",2008,"Company - Private",-1,1,1,0,0,0,Mid-Level
30,"Business Analyst - CRM","Business Analyst",56000,102000,79000,46000,3.6,"Jefferies Financial Group Inc. 3.6","New York",NY,"Investment Banking & Asset Management",Finance,"1001 to 5000 employees","$2 to $5 billion (USD)",1962,"Company - Public",-1,0,0,1,0,0,Mid-Level
31,"Senior FP&A Analyst","Business Analyst",56000,102000,79000,46000,4.2,"Payoneer 4.2","New York",NY,Lending,Finance,"1001 to 5000 employees","$100 to $500 million (USD)",2005,"Company - Private",True,0,0,0,0,0,Senior
32,"Business Analyst","Business Analyst",56000,102000,79000,46000,3.8,"NBC Universal 3.8","New York",NY,"TV Broadcast & Cable Networks",Media,"10000+ employees","$10+ billion (USD)",1906,"Company - Public",-1,0,0,0,0,0,Mid-Level
33,"Senior Business Systems Analyst","Business Analyst",43000,79000,61000,36000,4.0,"Lorven Technologies Inc 4.0",Philadelphia,PA,Accounting,"Accounting & Legal","1 to 50 employees","Less than $1 million (USD)",-1,"Company - Private",-1,0,0,0,0,0,Senior
34,"Business Solutions Analyst","Business Analyst",56000,102000,79000,46000,4.7,"TEEMA 4.7","New York",NY,"Staffing & Outsourcing","Business Services","201 to 500 employees","$50 to $100 million (USD)",2008,"Company - Private",-1,0,0,1,0,0,Mid-Level
35,"Data Analyst","Business Analyst",56000,102000,79000,46000,4.0,"DMGT 4.0","New York",NY,"Venture Capital & Private Equity",Finance,"5001 to 10000 employees","$1 to $2 billion (USD)",1896,"Company - Public",-1,1,1,1,0,0,Mid-Level
36,"Data Analyst","Data Analyst",57000,104000,80500,47000,4.6,"Doximity 4.6","San Francisco",CA,"Enterprise Software & Network Solutions","Information Technology","201 to 500 employees","Unknown / Non-Applicable",2011,"Company - Private",-1,1,1,1,0,0,Mid-Level
37,"Operations Regulatory Control Change Lead Business Analyst - Vice President","Business Analyst",56000,102000,79000,46000,3.7,"Citi 3.7","New York",NY,"Investment Banking & Asset Management",Finance,"10000+ employees","$10+ billion (USD)",1812,"Company - Public",-1,0,0,0,0,0,Senior
38,"Senior Data Analyst, Insights & Analytics Team [Customer Operations]","Business Analyst",56000,102000,79000,46000,3.4,"Squarespace 3.4","New York",NY,Internet,"Information Technology","1001 to 5000 employees","Unknown / Non-Applicable",2003,"Company - Private",-1,1,1,1,1,0,Senior
39,"Business Analyst","Business Analyst",56000,102000,79000,46000,5.0,"Ellianse 5.0","New York",NY,-1,-1,"51 to 200 employees","Unknown / Non-Applicable",-1,"Company - Public",-1,0,0,1,0,0,Mid-Level
40,"KYC Business System Analyst","Business Analyst",56000,102000,79000,46000,3.1,"MUFG 3.1","Jersey City",NJ,"Banks & Credit Unions",Finance,"10000+ employees","$10+ billion (USD)",1864,"Company - Public",-1,0,0,1,0,0,Mid-Level
41,"SAP EWM Business Analyst","Business Analyst",43000,79000,61000,36000,4.0,"Two95 International Inc. 4.0",Philadelphia,PA,"Staffing & Outsourcing","Business Services","1 to 50 employees","$1 to $5 million (USD)",-1,"Company - Private",-1,0,0,0,0,0,Mid-Level
42,"Sr. Data Analyst (Marketing Department)","Data Analyst",57000,104000,80500,47000,3.5,"Freedom Financial Network 3.5","San Mateo",CA,"Investment Banking & Asset Management",Finance,"1001 to 5000 employees","$500 million to $1 billion (USD)",2002,"Company - Private",-1,1,1,1,1,0,Senior
43,"Business Analyst","Business Analyst",56000,102000,79000,46000,3.2,"iHeartRadio 3.2","New York",NY,Radio,Media,"10000+ employees","$5 to $10 billion (USD)",1972,"Company - Public",True,0,0,1,0,0,Mid-Level
44,"Provider Performance Analyst","Business Analyst",43000,79000,61000,36000,3.7,"Amerihealth 3.7",Philadelphia,PA,"Insurance Carriers",Insurance,"5001 to 10000 employees","$25 to $50 million (USD)",1997,"Subsidiary or Business Segment",-1,1,0,0,0,0,Mid-Level
45,"Business/Data Analyst (FP&A)","Business Analyst",55000,78000,66500,23000,4.4,"Two Sigma 4.4","New York",NY,"Investment Banking & Asset Management",Finance,"1001 to 5000 employees","Unknown / Non-Applicable",2001,"Company - Private",-1,1,1,1,0,0,Mid-Level
46,"Immediate Need For Data Analyst","Data Analyst",57000,104000,80500,47000,3.3,"AppleOne 3.3","San Francisco",CA,"Staffing & Outsourcing","Business Services","1001 to 5000 employees","$1 to $2 billion (USD)",1964,"Company - Private",-1,1,1,1,1,0,Mid-Level
47,"Management and Program Analyst *Temp NTE 1 Year, MBE 5 Years, MBMP* (Staff Assistant)","Business Analyst",43000,79000,61000,36000,3.5,"Department Of The Treasury 3.5",Philadelphia,PA,"Federal Agencies",Government,"10000+ employees","Unknown / Non-Applicable",1789,Government,-1,0,0,1,0,0,Mid-Level
48,"Senior Analyst, Data & Analytics","Data Analyst",57000,104000,80500,47000,4.1,"PubNub 4.1","San Francisco",CA,Internet,"Information Technology","51 to 200 employees","$10 to $25 million (USD)",2011,"Company - Private",True,1,1,1,1,0,Senior
49,"Business Analyst","Business Analyst",55000,78000,66500,23000,5.0,"Crossfire Consulting Corporation 5.0","New York",NY,Consulting,"Business Services","51 to 200 employees","$5 to $10 million (USD)",-1,"Company - Private",-1,1,0,0,0,0,Mid-Level
50,"Business Analyst","Business Analyst",55000,78000,66500,23000,3.5,"Russell Tobin & Associates 3.5","Jersey City",NJ,"Staffing & Outsourcing","Business Services","51 to 200 employees","$10 to $25 million (USD)",2010,"Subsidiary or Business Segment",-1,0,0,1,0,0,Mid-Level
51,"Analyst, Business Analysis - Separate Accounts","Business Analyst",43000,79000,61000,36000,3.5,"Lincoln Financial 3.5",Radnor,PA,"Insurance Carriers",Insurance,"10000+ employees","$10+ billion (USD)",1905,"Company - Public",-1,0,0,1,0,0,Mid-Level
52,"Business Analyst / Project Manager","Business Analyst",55000,78000,66500,23000,4.2,"Computer Resources of America 4.2","New York",NY,"IT Services","Information Technology","1 to 50 employees","$500 million to $1 billion (USD)",1992,"Company - Private",-1,0,0,1,0,0,Management
53,"Data Analyst/Engineer","Data Analyst",57000,104000,80500,47000,4.1,"SigmaWay 4.1","San Francisco",CA,-1,-1,"1 to 50 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,1,1,0,0,0,Mid-Level
54,"Business Analyst","Business Analyst",55000,78000,66500,23000,4.8,"Wicket Labs 4.8","New York",NY,"Enterprise Software & Network Solutions","Information Technology","1 to 50 employees","Unknown / Non-Applicable",2016,"Company - Private",-1,1,0,1,0,0,Mid-Level
55,"Business Analyst","Business Analyst",55000,78000,66500,23000,3.6,"Nasdaq 3.6","New York",NY,"Stock Exchanges",Finance,"1001 to 5000 employees","$2 to $5 billion (USD)",1971,"Company - Public",-1,0,0,0,0,0,Mid-Level
56,"SAP Plant Business Analyst","Business Analyst",43000,79000,61000,36000,3.3,"HP Hood 3.3",Philadelphia,PA,"Food & Beverage Manufacturing",Manufacturing,"1001 to 5000 employees","$1 to $2 billion (USD)",1846,"Company - Private",-1,0,0,1,0,0,Mid-Level
57,"Business Analyst","Business Analyst",55000,78000,66500,23000,3.6,"Watermark 3.6","New York",NY,"Advertising & Marketing","Business Services","1 to 50 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,1,1,1,1,0,Mid-Level
58,"Business Analyst","Business Analyst",55000,78000,66500,23000,3.8,"LanceSoft Inc 3.8","New York",NY,"Staffing & Outsourcing","Business Services","1001 to 5000 employees","$100 to $500 million (USD)",2000,"Company - Private",-1,0,0,1,0,0,Mid-Level
59,"Business Analyst","Business Analyst",55000,78000,66500,23000,4.3,"Infowave Systems Inc 4.3","New York",NY,-1,-1,"51 to 200 employees","$5 to $10 million (USD)",1998,"Company - Private",-1,0,0,0,0,0,Mid-Level
60,"Integration Business Analyst","Business Analyst",55000,78000,66500,23000,3.8,"Peloton 3.8","New York",NY,"Health, Beauty, & Fitness","Consumer Services","1001 to 5000 employees","Unknown / Non-Applicable",2012,"Company - Public",-1,1,0,1,0,0,Mid-Level
61,"Mid-Level Data Analyst","Data Analyst",57000,104000,80500,47000,4.8,"Giving Assistant 4.8","San Francisco",CA,"Advertising & Marketing","Business Services","1 to 50 employees","$10 to $25 million (USD)",2014,"Company - Private",-1,1,1,1,1,0,Mid-Level
62,"BSA Analyst III","Business Analyst",55000,78000,66500,23000,3.0,"The Provident Bank 3.0",Iselin,NJ,"Banks & Credit Unions",Finance,"501 to 1000 employees","$100 to $500 million (USD)",1839,"Subsidiary or Business Segment",-1,0,0,1,0,0,Mid-Level
63,"Business Analysis","Business Analyst",55000,78000,66500,23000,3.9,"JPMorgan Chase 3.9","New York",NY,"Investment Banking & Asset Management",Finance,"10000+ employees","$10+ billion (USD)",1799,"Company - Public",-1,1,0,1,0,0,Mid-Level
64,"Business Analyst","Business Analyst",55000,78000,66500,23000,3.8,"Barclays 3.8",Whippany,NJ,"Banks & Credit Unions",Finance,"10000+ employees","$10+ billion (USD)",1690,"Company - Public",-1,0,0,1,0,0,Mid-Level
65,"Data Analyst","Data Analyst",57000,104000,80500,47000,3.7,"nWay 3.7","San Francisco",CA,"Computer Hardware & Software","Information Technology","1 to 50 employees","Unknown / Non-Applicable",2011,"Company - Private",-1,1,1,1,1,0,Mid-Level
66,"Mortgage Business Analyst- AIVA Trainer","Business Analyst",43000,79000,61000,36000,NULL,"Black Knight Financial Technology Solutions",Philadelphia,PA,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,Mid-Level
67,"Healthcare Data Analyst","Data Analyst",57000,104000,80500,47000,3.6,"Perficient 3.6","San Francisco",CA,"IT Services","Information Technology","1001 to 5000 employees","$500 million to $1 billion (USD)",1998,"Company - Public",-1,1,0,1,0,0,Mid-Level
68,"Business Analyst","Business Analyst",55000,78000,66500,23000,3.5,"Riskcare 3.5","New York",NY,Consulting,"Business Services","51 to 200 employees","$5 to $10 million (USD)",1994,"Company - Private",-1,0,0,1,0,0,Mid-Level
69,"Financial Analyst - Inventory Control","Business Analyst",38000,58000,48000,20000,3.1,"Burlington Stores 3.1",Burlington,NJ,"Department, Clothing, & Shoe Stores",Retail,"10000+ employees","$5 to $10 billion (USD)",1972,"Company - Public",-1,0,0,1,0,0,Mid-Level
70,"System Analyst","Business Analyst",38000,58000,48000,20000,2.0,"HR Pundits 2.0",Philadelphia,PA,"Computer Hardware & Software","Information Technology","1 to 50 employees","$1 to $5 million (USD)",-1,"Company - Private",-1,1,0,1,0,0,Mid-Level
71,"Data Analyst","Data Analyst",57000,104000,80500,47000,3.6,"Mindstrong 3.6","San Francisco",CA,"IT Services","Information Technology","51 to 200 employees","Unknown / Non-Applicable",2014,"Company - Private",-1,1,1,1,1,0,Mid-Level
72,"Technical Business Analyst / Solution Analyst with Wealth Management exp","Business Analyst",38000,58000,48000,20000,NULL,"Transamerican Information Systems",Philadelphia,PA,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,Mid-Level
73,"Data Analyst","Business Analyst",38000,58000,48000,20000,4.4,"Contemporary Staffing Solutions 4.4",Philadelphia,PA,"Staffing & Outsourcing","Business Services","1001 to 5000 employees","$100 to $500 million (USD)",1994,"Company - Private",-1,1,0,1,0,0,Mid-Level
74,"Product Data Analyst","Data Analyst",57000,104000,80500,47000,3.9,"LiveCareer 3.9","San Francisco",CA,Internet,"Information Technology","501 to 1000 employees","Unknown / Non-Applicable",2005,"Company - Private",-1,1,1,1,1,0,Mid-Level
75,"Business Intelligence Analyst","Business Analyst",38000,58000,48000,20000,3.4,"Recovery Centers of America 3.4","King of Prussia",PA,"Health Care Services & Hospitals","Health Care","1001 to 5000 employees","$25 to $50 million (USD)",2015,"Company - Private",-1,1,0,1,1,1,Mid-Level
76,"Automation and Warehousing Business Analyst/Solution Architect","Business Analyst",38000,58000,48000,20000,3.9,"Diverse Lynx 3.9",Philadelphia,PA,"IT Services","Information Technology","501 to 1000 employees","$100 to $500 million (USD)",2002,"Company - Private",-1,0,0,1,0,0,Mid-Level
77,"Salesforce Quality Assurance / Support Analyst -","Business Analyst",38000,58000,48000,20000,4.7,"Elap Services 4.7",Chesterbrook,PA,"Health Care Services & Hospitals","Health Care","51 to 200 employees","Unknown / Non-Applicable",2003,"Company - Private",True,0,0,0,0,0,Mid-Level
78,"Data Analyst","Data Analyst",57000,104000,80500,47000,3.8,"Mondo 3.8","San Francisco",CA,"Staffing & Outsourcing","Business Services","51 to 200 employees","$100 to $500 million (USD)",2000,"Company - Private",-1,1,0,0,1,0,Mid-Level
79,"Data Analyst","Data Analyst",57000,104000,80500,47000,4.0,"Spin 4.0","San Francisco",CA,"Computer Hardware & Software","Information Technology","501 to 1000 employees","Unknown / Non-Applicable",2016,"Company - Private",-1,1,1,0,0,0,Mid-Level
80,"Temporary Part Time Data Analyst (Remote - North & South America)","Data Analyst",57000,104000,80500,47000,5.0,"Elevate Labs 5.0","San Francisco",CA,"Computer Hardware & Software","Information Technology","1 to 50 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,1,1,1,0,0,Mid-Level
81,"Data Analyst (Finance)","Data Analyst",57000,104000,80500,47000,4.9,"Deliverr Inc 4.9","San Francisco",CA,"Logistics & Supply Chain","Transportation & Logistics","51 to 200 employees","Unknown / Non-Applicable",2017,"Company - Private",-1,1,1,0,0,0,Mid-Level
82,"Business System Analyst","Business Analyst",38000,58000,48000,20000,3.9,"Diverse Lynx 3.9",Malvern,PA,"IT Services","Information Technology","501 to 1000 employees","$100 to $500 million (USD)",2002,"Company - Private",-1,0,0,1,0,0,Mid-Level
83,"Data Analyst","Data Analyst",57000,104000,80500,47000,4.6,"Angaza 4.6","San Francisco",CA,"Enterprise Software & Network Solutions","Information Technology","51 to 200 employees","Unknown / Non-Applicable",2010,"Company - Private",-1,1,1,1,0,0,Mid-Level
84,"Data Analyst","Business Analyst",38000,58000,48000,20000,5.0,"Staffigo Technical Services, LLC 5.0",Philadelphia,PA,"IT Services","Information Technology","51 to 200 employees","$50 to $100 million (USD)",2008,"Company - Private",-1,1,0,1,0,0,Mid-Level
85,"Healthcare Data Analytics Analyst","Business Analyst",38000,58000,48000,20000,NULL,"Amerihealth Caritas Health Plan",Philadelphia,PA,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,0,Mid-Level
86,"User Acquisition Data Analyst","Data Analyst",57000,104000,80500,47000,3.8,"Mondo 3.8","San Francisco",CA,"Staffing & Outsourcing","Business Services","51 to 200 employees","$100 to $500 million (USD)",2000,"Company - Private",-1,1,0,0,1,0,Mid-Level
87,"Business Analyst - LIfe Science (Regulatory)","Business Analyst",38000,58000,48000,20000,NULL,"CGI Technologies and Solutions, Inc.","Plymouth Meeting",PA,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,Mid-Level
88,"Data Analyst","Data Analyst",57000,104000,80500,47000,4.0,"Snowflake Computing 4.0","San Mateo",CA,"Enterprise Software & Network Solutions","Information Technology","1001 to 5000 employees","Unknown / Non-Applicable",2012,"Company - Private",-1,1,1,0,1,0,Mid-Level
89,"Data Analyst, Remote East Coast","Data Analyst",57000,104000,80500,47000,3.7,"CBRE 3.7","San Francisco",CA,"Real Estate","Real Estate","10000+ employees","Unknown / Non-Applicable",1906,"Company - Public",-1,1,1,1,1,0,Mid-Level
90,"Urgent - Business Analyst","Business Analyst",38000,58000,48000,20000,5.0,"Staffigo Technical Services, LLC 5.0",Philadelphia,PA,"IT Services","Information Technology","51 to 200 employees","$50 to $100 million (USD)",2008,"Company - Private",-1,0,0,0,0,0,Mid-Level
91,"Data Analyst","Data Analyst",57000,104000,80500,47000,4.5,"Duetto 4.5","San Francisco",CA,"Enterprise Software & Network Solutions","Information Technology","51 to 200 employees","$25 to $50 million (USD)",2012,"Company - Private",True,1,1,0,1,0,Mid-Level
92,"SFDC Business Analyst","Business Analyst",38000,58000,48000,20000,4.3,"PeopleNTech LLC 4.3",Wilmington,DE,"IT Services","Information Technology","1 to 50 employees","$1 to $5 million (USD)",-1,Contract,-1,0,0,0,0,0,Mid-Level
93,"Exciting Logistics and Supply Chain Integration Software Company Mid-Level Business Analyst - $80K","Business Analyst",38000,58000,48000,20000,5.0,"Chain.io 5.0",Philadelphia,PA,"Enterprise Software & Network Solutions","Information Technology","1 to 50 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,0,0,1,0,0,Mid-Level
94,"Data Analyst Chemist - Quality System Contractor","Data Analyst",57000,104000,80500,47000,2.3,"Rodan and Fields, LLC 2.3","San Francisco",CA,"Beauty & Personal Accessories Stores",Retail,"501 to 1000 employees","Unknown / Non-Applicable",2002,"Company - Private",-1,0,0,1,0,0,Mid-Level
95,"Sr Business Analyst (US)","Business Analyst",38000,58000,48000,20000,3.9,"TD Bank 3.9","Mount Laurel",NJ,"Banks & Credit Unions",Finance,"10000+ employees","$10+ billion (USD)",1855,"Company - Public",-1,0,0,1,0,0,Senior
96,"DATA Analyst-Remote","Data Analyst",99000,178000,138500,79000,NULL,"SGA Inc.","San Francisco",CA,"Architectural & Engineering Services","Business Services","1 to 50 employees","$1 to $5 million (USD)",1996,"Company - Private",-1,1,0,0,0,0,Mid-Level
97,"Data Analyst","Data Analyst",99000,178000,138500,79000,4.1,"Veem 4.1","San Francisco",CA,"Financial Transaction Processing",Finance,"51 to 200 employees","$1 to $5 million (USD)",2014,"Company - Private",-1,1,1,0,1,0,Mid-Level
98,"Business Analyst with Data domain,media","Business Analyst",38000,58000,48000,20000,NULL,LiveMindz,Philadelphia,PA,-1,-1,"51 to 200 employees","Unknown / Non-Applicable",-1,"Company - Private",-1,1,1,0,0,0,Mid-Level
99,"Operations Data Analyst","Data Analyst",99000,178000,138500,79000,4.0,"Coinbase 4.0","San Francisco",CA,Internet,"Information Technology","501 to 1000 employees","Unknown / Non-Applicable",2012,"Company - Private",True,1,0,1,0,0,Mid-Level
100,"Remote - Mortgage Business Analyst","Business Analyst",38000,58000,48000,20000,4.4,"Contemporary Staffing Solutions 4.4","Fort Washington",PA,"Staffing & Outsourcing","Business Services","1001 to 5000 employees","$100 to $500 million (USD)",1994,"Company - Private",-1,0,0,0,0,0,Mid-Level
101,"Customer Service/ Supply Chain Analyst","Business Analyst",38000,58000,48000,20000,3.3,"Timken 3.3","King of Prussia",PA,"Industrial Manufacturing",Manufacturing,"10000+ employees","$2 to $5 billion (USD)",1899,"Company - Public",-1,0,0,0,0,0,Mid-Level
102,"Product Data Analyst","Data Analyst",99000,178000,138500,79000,3.6,"Trifacta 3.6","San Francisco",CA,"Computer Hardware & Software","Information Technology","51 to 200 employees","Unknown / Non-Applicable",2012,"Company - Private",-1,1,0,1,0,0,Mid-Level
103,"Data Scientist/Analyst - Wilbur Labs","Data Analyst",99000,178000,138500,79000,5.0,"Wilbur Labs 5.0","San Francisco",CA,Internet,"Information Technology","1 to 50 employees","Unknown / Non-Applicable",2016,"Company - Private",-1,1,1,0,1,1,Mid-Level
104,"SAP EWM Business Analyst - Philadelphia, PA","Business Analyst",38000,58000,48000,20000,4.0,"Two95 International Inc. 4.0",Philadelphia,PA,"Staffing & Outsourcing","Business Services","1 to 50 employees","$1 to $5 million (USD)",-1,"Company - Private",-1,0,0,0,0,0,Mid-Level
105,"Enterprise Solution Designer(senior Business Analyst)","Business Analyst",38000,58000,48000,20000,3.5,"Tek Leaders 3.5",Philadelphia,PA,"IT Services","Information Technology","501 to 1000 employees","$50 to $100 million (USD)",2016,"Company - Private",-1,0,0,1,0,0,Senior
106,"Business System Analyst","Business Analyst",38000,58000,48000,20000,4.0,"Lorven Technologies Inc 4.0",Malvern,PA,Accounting,"Accounting & Legal","1 to 50 employees","Less than $1 million (USD)",-1,"Company - Private",-1,0,0,0,0,0,Mid-Level
107,"Techno-Functional Business Analyst (Medical Devices Regulatory (MDR))","Business Analyst",38000,58000,48000,20000,3.3,"Saicon Consultants Inc 3.3",Media,PA,"Computer Hardware & Software","Information Technology","201 to 500 employees","$25 to $50 million (USD)",1998,"Company - Private",-1,0,0,1,0,0,Mid-Level
108,"Business Systems Analyst for FIS MBP","Business Analyst",38000,58000,48000,20000,3.6,"FIS 3.6",Collegeville,PA,"Financial Transaction Processing",Finance,"10000+ employees","$10+ billion (USD)",1968,"Company - Public",-1,1,0,1,0,0,Mid-Level
109,"Data Analyst","Data Analyst",99000,178000,138500,79000,4.4,"Hinge Health 4.4","San Francisco",CA,"Health Care Services & Hospitals","Health Care","201 to 500 employees","$50 to $100 million (USD)",2014,"Company - Private",-1,1,1,0,1,0,Mid-Level
